par_id,community,text,label
7790,in-need,"""As a child, I have always been told to give to those who need it. I have been raised to believe that if I do not give the needy, I will find my way to hell. Due to these teachings that have been imbued with me, I have generally been sympathetic. Just tired of seeing a familiar face begging on the street for too long, I am tired of giving money to a beggar that asks me for money meet me the next day.",1
6087,in-need,"Coming from a home that faced financial hardship , Father Campbell is always out to implement projects which help bring smiles to the faces of people who are in need .",1
5719,refugee,"Pope Francis has visited a refugee center to wash and kiss the feet of Muslim , Orthodox , Hindu and Catholic refugees .",1
715,disabled,"The director of the Comté de Mombasa team, Anisa Abdala, called on the business community to sponsor various teams as a means of showing solidarity with the disabled.",1
7637,in-need,"""Another pleasant memory I cherish was the day he and I come from the mosque when two men approached him and imported him to give them money. They said they hadn't eaten all day. My father was the nicest man I never knew. More than me,"" he said. """,1
5129,poor-families,""""" ""All experience made me think how many other poor families are going through this,"" she said. """"",1
9584,hopeless,"According to Betty-Ann Blaine , executive director of Hear the Children 's Cry , deterioration of family life ; instability/shifting households ; crippling levels of poverty ; lack of adequate social support systems and heartbreaking levels of hopelessness are key factors leading to children running away from homes .",1
2532,homeless,Renowned chef feeds Rio 's homeless with excess Olympic food,1
4693,disabled,"The games also comply with the objectives of the Emperor Gaza International Foundation to empower the disabled, marginalized rural forks, women, children and the elderly, under-priviégiés and unhappy in society by instilling in them the spirit perhaps, in order to integrate them into ordinary society, for them to play an active role in the global development of the world.",1
6448,disabled,"According to details, Prime Minister Nawaz Sharif has granted official approval of RS 105.01 million as a remuneration, including 39 million rupees, intended for 39 martyrs, 25.6 million for 129 RS Gast Blesd / Disabled, Rs 36.5 million for 73 partially and Rs 4 million will be granted for four houses entirely damaged by Indian Shelling The Government / DG of Jeud late at night.",1
